Playerid,Name,Age,Nationality,Overall,Potential,Club,Value,Wage
404,Ricardo Pereira,23,Portugal,80,86,FC Porto,17000000,15000
405,Grimaldo,21,Spain,80,87,SL Benfica,17500000,12000
406,Fred,24,Brazil,80,85,Shakhtar Donetsk,19500000,1000
407,J. Hector,27,Germany,80,81,1. FC Kaln,14000000,42000
408,E. Can,23,Germany,80,85,Liverpool,19500000,105000
409,S. Kolasinac,24,Bosnia Herzegovina,80,83,Arsenal,15500000,91000
410,Arrizabalaga,22,Spain,80,87,Athletic Club de Bilbao,15500000,20000
411,A. Plaa,24,France,80,86,OGC Nice,20500000,41000
412,T. Stepanenko,27,Ukraine,80,81,Shakhtar Donetsk,14000000,1000
413,O. Shatov,26,Russia,80,80,Zenit St. Petersburg,16000000,74000
414,Leo Baptistao,24,Brazil,80,83,RCD Espanyol,19000000,36000
415,M. Nastasic,24,Serbia,80,84,FC Schalke 04,16500000,38000
416,Denis Suarez,23,Spain,80,87,FC Barcelona,20500000,140000
417,M. Batshuayi,23,Belgium,80,85,Chelsea,20000000,120000
418,J. Brooks,24,United States,80,85,VfL Wolfsburg,17000000,57000
419,Eric Botteghin,29,Brazil,80,80,Feyenoord,11500000,22000
420,L. Karius,24,Germany,80,84,Liverpool,14000000,71000
421,T. Hazard,24,Belgium,80,84,Borussia Manchengladbach,19500000,44000
422,V. Germain,27,France,80,80,Olympique de Marseille,16000000,42000
423,L. Kurzawa,24,France,80,85,Paris Saint-Germain,16500000,69000
424,J. Ilicic,29,Slovenia,80,80,Atalanta,15000000,42000
425,K. Volland,24,Germany,80,83,Bayer 04 Leverkusen,19000000,59000
426,Allan,26,Brazil,80,82,Napoli,17500000,74000
427,P. Hernandez,30,Chile,80,80,RC Celta de Vigo,13500000,32000
428,D. Tadic,28,Serbia,80,80,Southampton,15000000,98000
429,L. Muriel,26,Colombia,80,83,Sevilla FC,18500000,26000
430,Pablo Sarabia,25,Spain,80,83,Sevilla FC,18500000,23000
431,A. Oxlade-Chamberlain,23,England,80,85,Liverpool,20000000,105000
432,J. Guilavogui,26,France,80,82,VfL Wolfsburg,15000000,66000
433,O. Ozyakup,24,Turkey,80,85,Besiktas JK,19500000,54000
434,Y. Rakitskyi,27,Ukraine,80,82,Shakhtar Donetsk,14500000,1000
435,Sergi Enrich,27,Spain,80,81,SD Eibar,17500000,31000
436,Neto,27,Brazil,80,80,Valencia CF,10000000,30000
437,Hugo Mallo,26,Spain,80,83,RC Celta de Vigo,15000000,29000
438,D. Didavi,27,Germany,80,81,VfL Wolfsburg,17000000,73000
439,R. Soriano,26,Italy,80,81,Villarreal CF,17500000,42000
440,A. Schaerrle,26,Germany,80,81,Borussia Dortmund,17500000,66000
441,M. Gonalons,28,France,80,80,Roma,12000000,71000
442,R. Pereyra,26,Argentina,80,83,Watford,18000000,69000
443,K. Vogt,25,Germany,80,82,TSG 1899 Hoffenheim,15000000,40000
444,F. Orellana,31,Chile,80,80,Valencia CF,13000000,40000
445,Maicon,28,Brazil,80,80,Galatasaray SK,12000000,68000
446,E. Salvio,26,Argentina,80,80,SL Benfica,16000000,17000
447,D. Blind,27,Netherlands,80,81,Manchester United,13500000,120000
448,S. El Shaarawy,24,Italy,80,83,Roma,19000000,71000
449,M. Antonio,27,England,80,81,West Ham United,17500000,120000
450,Iago Falqua,27,Spain,80,80,Torino,15500000,61000
451,S. Rondan,27,Venezuela,80,80,West Bromwich Albion,16000000,89000
452,Daniel Carriao,28,Portugal,80,81,Sevilla FC,13500000,23000
453,M. Schmelzer,29,Germany,80,80,Borussia Dortmund,11000000,63000
454,J. McCarthy,26,Republic of Ireland,80,83,Everton,15500000,110000
455,A. Dzagoev,27,Russia,80,81,CSKA Moscow,16500000,57000
456,Ganso,27,Brazil,80,81,Sevilla FC,17000000,24000
457,F. Smolov,27,Russia,80,81,FC Krasnodar,17500000,59000
458,D. Welbeck,26,England,80,81,Arsenal,17500000,135000
459,Luiz Gustavo,29,Brazil,80,80,Olympique de Marseille,11500000,37000
460,Mikel San Josa,28,Spain,80,80,Athletic Club de Bilbao,14500000,33000
461,M. Darmian,27,Italy,80,81,Manchester United,13500000,120000
462,R. Thomas,29,France,80,80,Angers SCO,11500000,32000
463,I. Traora,29,Guinea,80,80,Borussia Manchengladbach,14500000,48000
464,Sidnei,27,Brazil,80,82,RC Deportivo de La Coruna,14500000,29000
465,J. Lens,29,Netherlands,80,80,Besiktas JK,14500000,17000
466,Eder,30,Italy,80,80,Inter,14500000,80000
467,Kiko Casilla,30,Spain,80,80,Real Madrid CF,9500000,120000
468,Nacho Monreal,31,Spain,80,80,Arsenal,9500000,110000
469,S. Bender,28,Germany,80,81,Bayer 04 Leverkusen,13500000,59000
470,M. Daraz,30,Chile,80,80,U.N.A.M.,13500000,31000
471,A. Fernandez,31,Argentina,80,80,Atlatico Madrid,12500000,62000
472,M. Berg,30,Sweden,80,80,,0,0
473,I. Piatti,32,Argentina,80,80,Montreal Impact,11500000,14000
474,V. Birsa,30,Slovenia,80,80,Chievo Verona,14000000,25000
475,Pedro Lean,30,Spain,80,80,SD Eibar,14000000,29000
476,K. Boateng,30,Ghana,80,80,Eintracht Frankfurt,14500000,41000
477,Marcano,30,Spain,80,80,FC Porto,11000000,18000
478,H. Moreno,29,Mexico,80,80,Roma,11500000,71000
479,S. Romero,30,Argentina,80,80,Manchester United,9500000,97000
480,A. Candreva,30,Italy,80,80,Inter,14000000,74000
481,D. Criscito,30,Italy,80,80,Zenit St. Petersburg,10500000,67000
482,D. Wass,28,Denmark,80,80,RC Celta de Vigo,14500000,33000
483,Coke,30,Spain,80,80,FC Schalke 04,10500000,44000
484,A. Guardado,30,Mexico,80,80,Real Betis Balompia,13500000,32000
485,J. dos Santos,27,Mexico,80,81,LA Galaxy,16500000,13000
486,E. Lamela,25,Argentina,80,83,Tottenham Hotspur,18500000,96000
487,R. Bertrand,27,England,80,80,Southampton,12000000,86000
488,Renato Augusto,29,Brazil,80,80,,0,0
489,Jardel,31,Brazil,80,80,SL Benfica,10000000,16000
490,V. Denisov,30,Uzbekistan,80,80,Lokomotiv Moscow,10500000,50000
491,D. Basta,32,Serbia,80,80,Lazio,8000000,54000
492,G. Cabral,31,Argentina,80,80,RC Celta de Vigo,10000000,29000
493,G. Paletta,31,Italy,80,80,Milan,10000000,96000
494,T. Walcott,28,England,80,80,Arsenal,15000000,125000
495,L. Fabianski,32,Poland,80,80,Swansea City,8500000,60000
496,B. Foster,34,England,80,80,West Bromwich Albion,6000000,60000
497,V. Ibisevic,32,Bosnia Herzegovina,80,80,Hertha BSC Berlin,12000000,41000
498,K. El Ahmadi,32,Morocco,80,80,Feyenoord,11000000,23000
499,S. Kalou,31,Ivory Coast,80,80,Hertha BSC Berlin,13000000,38000
500,Manuel Fernandes,31,Portugal,80,80,Lokomotiv Moscow,13000000,54000
501,A. Granqvist,32,Sweden,80,80,FC Krasnodar,8500000,50000
502,L. Podolski,32,Germany,80,80,Vissel Kobe,12000000,13000
503,Javi Fuego,33,Spain,80,80,RCD Espanyol,6000000,34000
504,F. Belluschi,33,Argentina,80,80,San Lorenzo de Almagro,9000000,30000
505,A. Mirante,33,Italy,80,80,Bologna,7500000,48000
506,V. Enyeama,34,Nigeria,80,80,LOSC Lille,6000000,40000
507,F. Marchetti,34,Italy,80,80,Lazio,6000000,44000
508,Kaka,35,Brazil,80,80,Orlando City Soccer Club,6500000,10000
509,J. Milner,31,England,80,80,Liverpool,9500000,110000
510,A. Hutchinson,34,Canada,80,80,Besiktas JK,4500000,56000
511,M. Topal,31,Turkey,80,80,Fenerbahae SK,10000000,73000
512,J. Mathieu,33,France,80,80,Sporting CP,6000000,21000
513,C. Kameni,33,Cameroon,80,80,Fenerbahae SK,7500000,59000
514,P. Jagielka,34,England,80,80,Everton,4500000,110000
515,P. Evra,36,France,80,80,Olympique de Marseille,1700000,25000
516,J. Defoe,34,England,80,80,Bournemouth,8000000,88000
517,Jalio Casar,37,Brazil,80,80,SL Benfica,1000000,8000
518,M. Carrick,35,England,80,80,Manchester United,3500000,86000
519,M. Almiran,23,Paraguay,79,83,Atlanta United FC,16500000,11000
520,Oyarzabal,20,Spain,79,86,Real Sociedad,18000000,33000
521,Soares,26,Brazil,79,81,FC Porto,15500000,21000
522,M. Campana,28,Uruguay,79,82,Independiente,11000000,23000
523,F. Andone,24,Romania,79,84,RC Deportivo de La Coruna,17000000,31000
524,M. Acuna,25,Argentina,79,82,Sporting CP,16000000,22000
525,V. Lindelaf,22,Sweden,79,86,Manchester United,15000000,105000
526,Y. Cardinale,23,France,79,85,OGC Nice,12500000,26000
527,C. Lenglet,22,France,79,84,Sevilla FC,14500000,19000
528,M. Dahoud,21,Germany,79,87,Borussia Dortmund,18500000,52000
529,D. Zappacosta,25,Italy,79,83,Chelsea,13500000,110000
530,N. Maksimovic,25,Serbia,79,83,Napoli,13500000,64000
531,E. Rigoni,24,Argentina,79,85,Zenit St. Petersburg,17500000,64000
532,I. Marcone,27,Argentina,79,82,Club Atlatico Lanas,12500000,23000
533,L. Lapez,27,Argentina,79,80,SL Benfica,12000000,16000
534,A. Correa,22,Argentina,79,87,Atlatico Madrid,19000000,60000
535,K. Coman,21,France,79,86,FC Bayern Munich,18000000,81000
536,S. Kritsyuk,26,Russia,79,82,FC Krasnodar,11000000,40000
537,W. Cyprien,22,France,79,87,OGC Nice,18500000,37000
538,Diego Llorente,23,Spain,79,87,Real Sociedad,16000000,29000
539,Anderson Talisca,23,Brazil,79,84,Besiktas JK,17000000,15000
540,L. Dendoncker,22,Belgium,79,86,RSC Anderlecht,15000000,25000
541,M. Meyer,21,Germany,79,86,FC Schalke 04,18000000,38000
542,GayA†,22,Spain,79,84,Valencia CF,14000000,31000
543,S. Boufal,23,Morocco,79,84,Southampton,17000000,90000
544,M. Benassi,22,Italy,79,86,Fiorentina,17500000,64000
545,N. Tagliafico,24,Argentina,79,84,Independiente,14000000,23000
546,E. Hysaj,23,Albania,79,83,Napoli,13500000,58000
547,Joao Cancelo,23,Portugal,79,86,Inter,15000000,31000
548,A. Romagnoli,22,Italy,79,87,Milan,16000000,83000
549,Oliver Torres,22,Spain,79,85,FC Porto,17000000,17000
550,H. Calhanoglu,23,Turkey,79,83,Milan,16500000,92000
551,Gerard Moreno,25,Spain,79,83,RCD Espanyol,16500000,39000
552,B. Traora,21,Burkina Faso,79,85,Olympique Lyonnais,17500000,65000
553,L. Vietto,23,Argentina,79,86,Atlatico Madrid,18000000,60000
554,L. Paredes,23,Argentina,79,84,Zenit St. Petersburg,16500000,64000
555,M. Arnold,23,Germany,79,84,VfL Wolfsburg,16500000,63000
556,S. Gnabry,21,Germany,79,87,TSG 1899 Hoffenheim,18500000,81000
557,L. Shaw,21,England,79,84,Manchester United,14000000,91000
558,E. Visca,27,Bosnia Herzegovina,79,79,Istanbul Basaksehir FK,13000000,35000
559,Bernard,24,Brazil,79,84,Shakhtar Donetsk,17000000,1000
560,D. Baselli,25,Italy,79,84,Torino,16500000,54000
561,A. Milik,23,Poland,79,86,Napoli,18000000,71000
562,Bernat,24,Spain,79,83,FC Bayern Munich,13500000,81000
563,W. Orban,24,Germany,79,82,RB Leipzig,13500000,57000
564,Ruban Pardo,24,Spain,79,83,Real Sociedad,16000000,33000
565,K. Zouma,22,France,79,86,Stoke City,15000000,96000
566,C. Kramer,26,Germany,79,82,Borussia Manchengladbach,13000000,42000
567,S. Vrsaljko,25,Croatia,79,83,Atlatico Madrid,13500000,54000
568,Za Luaes,26,Cape Verde,79,81,Spartak Moscow,15500000,80000
569,J. Stones,23,England,79,85,Manchester City,14500000,105000
570,J. Vestergaard,24,Denmark,79,84,Borussia Manchengladbach,14500000,36000
571,Fernando,25,Brazil,79,84,Spartak Moscow,14000000,64000
572,M. Depay,23,Netherlands,79,84,Olympique Lyonnais,17000000,71000
573,F. Fernandez,28,Argentina,79,79,Swansea City,10000000,78000
574,S. Sana,26,Senegal,79,81,Hannover 96,12500000,47000
575,N. Sansone,25,Italy,79,82,Villarreal CF,16000000,43000
576,P. Ntep,24,France,79,82,VfL Wolfsburg,16000000,63000
577,F. Ghoulam,26,Algeria,79,82,Napoli,13000000,68000
578,J. Murillo,25,Colombia,79,83,Valencia CF,13500000,64000
579,Gabriel Paulista,26,Brazil,79,81,Valencia CF,12500000,37000
580,V. Darida,26,Czech Republic,79,80,Hertha BSC Berlin,14500000,38000
581,Cadric,25,Portugal,79,82,Southampton,13000000,82000
582,L. Tonelli,27,Italy,79,81,Napoli,12500000,68000
583,R. Saponara,25,Italy,79,82,Fiorentina,16000000,6000
584,D. Sidiba,24,France,79,82,AS Monaco,13000000,35000
585,Y. Konoplyanka,27,Ukraine,79,79,FC Schalke 04,13000000,53000
586,L. Digne,23,France,79,84,FC Barcelona,14000000,125000
587,Paco Alcacer,23,Spain,79,85,FC Barcelona,17500000,155000
588,Vicente Gamez,28,Spain,79,79,UD Las Palmas,12500000,30000
589,E. Colak,26,Turkey,79,82,RC Deportivo de La Coruna,15500000,32000
590,N. Jorgensen,26,Denmark,79,81,Feyenoord,15500000,25000
591,Oriol Romeu,25,Spain,79,81,Southampton,13000000,82000
592,Nolito,30,Spain,79,79,Sevilla FC,12000000,26000
593,B. Martins Indi,25,Netherlands,79,82,Stoke City,13500000,71000
594,M. Gabbiadini,25,Italy,79,83,Southampton,16500000,99000
595,P. Herrmann,26,Germany,79,80,Borussia Manchengladbach,15000000,46000
596,F. Lejeune,26,France,79,83,Newcastle United,13500000,75000
597,J. Bruma,25,Netherlands,79,83,VfL Wolfsburg,13500000,63000
598,P. Jones,25,England,79,80,Manchester United,12500000,115000
599,Adrian,30,Spain,79,79,West Ham United,8000000,80000
600,Keko,25,Spain,79,82,Malaga CF,16000000,31000
601,H. Parez,28,Paraguay,79,79,RCD Espanyol,12500000,39000
602,Jaume Costa,29,Spain,79,79,Villarreal CF,9500000,40000
603,A. Areola,24,France,79,86,Paris Saint-Germain,13000000,54000
604,Escudero,27,Spain,79,79,Sevilla FC,10500000,22000
605,Y. Malln,25,Turkey,79,81,VfL Wolfsburg,15500000,69000
606,A. Kokorin,26,Russia,79,81,Zenit St. Petersburg,15500000,80000
607,S. Corchia,26,France,79,80,Sevilla FC,12000000,22000
608,J. Kucka,30,Slovakia,79,79,Trabzonspor,11500000,42000
609,J. Zoet,26,Netherlands,79,82,PSV,11000000,17000
610,A. Ljajic,25,Serbia,79,82,Torino,16000000,58000
611,Canales,26,Spain,79,82,Real Sociedad,15500000,37000
612,M. Hitz,29,Switzerland,79,79,FC Augsburg,8500000,27000
613,Balenziaga,29,Spain,79,79,Athletic Club de Bilbao,9500000,31000
614,W. Bony,28,Ivory Coast,79,79,Swansea City,13000000,92000
615,B. Haebner,27,Germany,79,79,TSG 1899 Hoffenheim,10500000,42000
616,F. Coquelin,26,France,79,80,Arsenal,12000000,110000
617,Jonathas,28,Brazil,79,79,Hannover 96,13000000,59000
618,G. Bou,27,Argentina,79,80,Club Tijuana,14500000,34000
619,V. Babacan,28,Turkey,79,80,Istanbul Basaksehir FK,10000000,28000
620,S. Doumbia,29,Ivory Coast,79,79,Sporting CP,12500000,26000
621,C. Noboa,32,Ecuador,79,79,Zenit St. Petersburg,9500000,74000
622,I. Smolnikov,28,Russia,79,79,Zenit St. Petersburg,10000000,71000
623,Mauraecio,28,Brazil,79,79,Lazio,10000000,57000
624,M. Fabian,27,Mexico,79,79,Eintracht Frankfurt,13000000,38000
625,R. Zieler,28,Germany,79,80,VfB Stuttgart,10000000,27000
626,D. Drinkwater,27,England,79,80,Chelsea,14000000,125000
627,A. Kolarov,31,Serbia,79,79,Roma,8000000,68000
628,Mariano,31,Brazil,79,79,Galatasaray SK,8000000,65000
629,S. Feghouli,27,Algeria,79,79,Galatasaray SK,13000000,77000
630,K. Papadopoulos,25,Greece,79,82,Hamburger SV,13500000,40000
631,S. Wagner,29,Germany,79,79,TSG 1899 Hoffenheim,12500000,52000
632,P. Piatti,28,Argentina,79,79,RCD Espanyol,12500000,39000
633,C. Yacob,29,Argentina,79,79,West Bromwich Albion,10000000,78000
634,A. Ogbonna,29,Italy,79,79,West Ham United,10000000,105000
635,Roberto,31,Spain,79,79,Malaga CF,7500000,28000
636,N. Amrabat,30,Morocco,79,79,CD Leganas,12000000,69000
637,W. Vainqueur,28,France,79,79,Antalyaspor,10000000,25000
638,Marcelo,30,Brazil,79,79,Olympique Lyonnais,9500000,68000
639,Antunes,30,Portugal,79,79,Getafe CF,9000000,29000
640,Fabricio,29,Spain,79,80,Besiktas JK,10000000,48000
641,S. Pradl,30,Austria,79,79,Watford,9500000,63000
642,S. Tasci,30,Germany,79,79,Spartak Moscow,9500000,67000
643,F. Johnson,29,United States,79,79,Borussia Manchengladbach,12500000,48000
644,Bojan,26,Spain,79,80,Deportivo Alavas,15000000,83000
645,M. Fellaini,29,Belgium,79,79,Manchester United,12000000,145000
646,P. Wernbloom,31,Sweden,79,79,CSKA Moscow,8500000,52000
647,A. Ayew,27,Ghana,79,79,West Ham United,13000000,110000
648,D. Ospina,28,Colombia,79,79,Arsenal,9000000,92000
649,W. Reid,28,New Zealand,79,80,West Ham United,11500000,105000
650,Lucas Leiva,30,Brazil,79,79,Lazio,9500000,54000
651,Z. Junuzovia,29,Austria,79,79,SV Werder Bremen,12000000,40000
652,C. Ansaldi,30,Argentina,79,79,Torino,9000000,68000
653,V. Moses,26,Nigeria,79,81,Chelsea,12500000,120000
654,D. Zurutuza,30,France,79,79,Real Sociedad,11500000,37000
655,D. Valeri,31,Argentina,79,79,Portland Timbers,11000000,13000
656,Josa Fonte,33,Portugal,79,79,West Ham United,5000000,99000
657,N. Sahin,28,Turkey,79,79,Borussia Dortmund,10000000,63000
658,Gervinho,30,Ivory Coast,79,79,,0,0
659,G. dos Santos,28,Mexico,79,79,LA Galaxy,13000000,15000
660,R. Shawcross,29,England,79,79,Stoke City,10000000,78000
661,J. Evans,29,Northern Ireland,79,79,West Bromwich Albion,10000000,79000
662,S. Sirigu,30,Italy,79,79,Torino,8000000,41000
663,A. Gyan,31,Ghana,79,79,Kayserispor,11500000,24000
664,Y. Cabaye,31,France,79,79,Crystal Palace,11000000,69000
665,Danilo,33,Brazil,79,79,Udinese,5000000,34000
666,N. Pareja,33,Argentina,79,79,Sevilla FC,5000000,22000
667,S. Radu,30,Romania,79,79,Lazio,9000000,54000
668,D. Abraham,30,Argentina,79,79,Eintracht Frankfurt,9500000,35000
669,M. Krohn-Dehli,34,Denmark,79,79,Sevilla FC,6500000,24000
670,Jurado,31,Spain,79,79,RCD Espanyol,11000000,37000
671,B. Gomis,31,France,79,79,Galatasaray SK,11500000,77000
672,H. Herrera,27,Mexico,79,80,FC Porto,14000000,19000
673,Luisao,36,Brazil,79,79,SL Benfica,1700000,11000
674,V. Berezutskiy,35,Russia,79,79,CSKA Moscow,3000000,37000
675,I. Akinfeev,31,Russia,79,79,CSKA Moscow,7500000,42000
676,I. Denisov,33,Russia,79,79,Lokomotiv Moscow,5000000,50000
677,A. Samedov,32,Russia,79,79,Spartak Moscow,10000000,74000
678,Xabi Prieto,33,Spain,79,79,Real Sociedad,7500000,37000
679,Negredo,31,Spain,79,79,Besiktas JK,11500000,67000
680,A. Pyatov,33,Ukraine,79,79,Shakhtar Donetsk,6500000,1000
681,P. Zabaleta,32,Argentina,79,79,West Ham United,7000000,100000
682,G. Ochoa,31,Mexico,79,79,Standard de Liege,7500000,18000
683,W. Caballero,35,Argentina,79,79,Chelsea,3000000,59000
684,Vagner Love,33,Brazil,79,79,Alanyaspor,8000000,24000
685,M. Vorm,33,Netherlands,79,79,Tottenham Hotspur,6500000,74000
686,D. Baier,33,Germany,79,79,FC Augsburg,5000000,32000
687,Gomes,36,Brazil,79,79,Watford,1700000,33000
688,R. Adler,32,Germany,79,79,1. FSV Mainz 05,7000000,28000
689,S. Sorrentino,38,Italy,79,79,Chievo Verona,850000,12000
690,T. Rosicky,36,Czech Republic,79,79,Sparta Praha,4200000,1000
691,A. Pirlo,38,Italy,79,79,New York City Football Club,4000000,10000
692,G. Barry,36,England,79,79,West Bromwich Albion,1700000,53000
693,E. Belazoglu,36,Turkey,79,79,Istanbul Basaksehir FK,4000000,26000
694,A. Lunev,25,Russia,78,80,Zenit St. Petersburg,9000000,43000
695,Andra Silva,21,Portugal,78,86,Milan,15500000,77000
696,K. Dolberg,19,Denmark,78,88,Ajax,16500000,10000
697,Yeray,22,Spain,78,84,Athletic Club de Bilbao,12000000,21000
698,C. Pulisic,18,United States,78,89,Borussia Dortmund,16500000,31000
699,L. Tousart,20,France,78,87,Olympique Lyonnais,14000000,43000
700,A. Onana,21,Cameroon,78,85,Ajax,11000000,8000
701,V. Koziello,21,France,78,85,OGC Nice,14500000,28000
702,N. Radoja,24,Serbia,78,83,RC Celta de Vigo,13500000,23000
703,V. Rongier,22,France,78,84,FC Nantes,14000000,24000
704,O. Al Soma,28,Syria,78,78,Al Ahli,10500000,49000
705,F. Cervi,23,Argentina,78,85,SL Benfica,14500000,13000
706,Jorge Mera,20,Spain,78,84,1. FC Kaln,12000000,26000
707,Jony,25,Spain,78,79,Malaga CF,12500000,26000
708,R. Karsdorp,22,Netherlands,78,84,Roma,12000000,48000
709,Dani Ceballos,20,Spain,78,88,Real Madrid CF,16500000,105000
710,H. Lozano,21,Mexico,78,85,PSV,14500000,17000
711,Raal,27,Brazil,78,79,SC Braga,10000000,14000
712,Pau Lapez,22,Spain,78,83,RCD Espanyol,10000000,19000
713,M. Vecino,25,Uruguay,78,81,Inter,13000000,59000
714,A. Sanabria,21,Paraguay,78,86,Real Betis Balompia,15500000,23000
715,R. Battaglia,25,Argentina,78,80,Sporting CP,12500000,18000
716,J. Izquierdo,24,Colombia,78,80,Brighton & Hove Albion,13000000,50000
717,T. Bongonda,21,Belgium,78,84,Trabzonspor,14500000,23000
718,Raben Semedo,23,Portugal,78,85,Villarreal CF,12500000,27000
719,Rafa,24,Portugal,78,83,SL Benfica,14000000,13000
720,Morales,29,Spain,78,78,Levante UD,10000000,28000
721,Capa,25,Spain,78,83,SD Eibar,11500000,21000
722,M. Sportiello,25,Italy,78,82,Fiorentina,9500000,22000
723,D. Zapata,26,Colombia,78,81,Sampdoria,13000000,67000
724,D. Benedetto,27,Argentina,78,79,Boca Juniors,12000000,29000
725,A. Ruiz,23,Argentina,78,84,Sporting CP,14500000,18000
726,D. Laxalt,24,Uruguay,78,82,Genoa,13500000,30000
727,D. Origi,22,Belgium,78,85,VfL Wolfsburg,15000000,92000
728,N. Stark,22,Germany,78,85,Hertha BSC Berlin,12500000,25000
729,Hernani,25,Portugal,78,79,FC Porto,12500000,15000
730,Iuri Medeiros,22,Portugal,78,85,Sporting CP,14500000,16000
731,Bruno Fernandes,22,Portugal,78,85,Sporting CP,14500000,16000
732,R. Gagliardini,23,Italy,78,85,Inter,14500000,27000
733,Pedro Santos,29,Portugal,78,78,Columbus Crew SC,10000000,11000
734,Carles Gil,24,Spain,78,83,RC Deportivo de La Coruna,14000000,23000
735,Paulo Oliveira,26,Portugal,78,82,SD Eibar,11000000,22000
736,A. Szymanowski,28,Argentina,78,78,CD Leganas,10500000,29000
737,Bruno Peres,27,Brazil,78,78,Roma,11000000,62000
